transaction_id,account_id,customer_id,transaction_type,amount,currency,transaction_timestamp,merchant_name,branch_code,status
TXN101165,ACC5011,CUST1011,CREDIT,61349.89,INR,2026-06-10 02:12:39,Salary Credit,CHN005,FAILED
TXN100204,ACC5021,CUST1021,DEBIT,47114.76,INR,2026-06-02 14:48:36,DMart,HYD004,FAILED
TXN100107,ACC5027,CUST1027,CREDIT,91739.53,INR,2026-06-01 08:55:30,Refund,MUM001,SUCCESS
TXN100134,ACC5003,CUST1003,CREDIT,88654.54,INR,2026-06-02 06:44:15,Fund Transfer,HYD004,FAILED
TXN100545,ACC5013,CUST1013,DEBIT,58901.56,INR,2026-06-05 02:08:39,PVR Cinemas,PUN006,SUCCESS
TXN101003,ACC5003,CUST1003,DEBIT,61478.01,INR,2026-06-09 00:33:13,Flipkart,DEL002,PENDING
TXN100885,ACC5006,CUST1006,CREDIT,45507.16,INR,2026-06-08 17:14:24,Interest Credit,PUN006,PENDING
TXN100287,ACC5012,CUST1012,DEBIT,23561.25,INR,2026-06-03 04:26:44,PVR Cinemas,HYD004,SUCCESS
TXN100431,ACC5014,CUST1014,DEBIT,29411.74,INR,2026-06-04 20:03:50,Netflix,HYD004,SUCCESS
TXN100678,ACC5015,CUST1015,CREDIT,89992.96,INR,2026-06-06 16:16:56,Interest Credit,CHN005,FAILED
TXN100318,ACC5018,CUST1018,DEBIT,31806.12,INR,2026-06-03 22:04:34,Amazon,MUM001,SUCCESS
TXN101150,ACC5008,CUST1008,DEBIT,27127.0,INR,2026-06-10 03:09:45,DMart,HYD004,SUCCESS
TXN101153,ACC5008,CUST1008,CREDIT,94670.36,INR,2026-06-10 22:59:31,Fund Transfer,HYD004,PENDING
TXN100915,ACC5013,CUST1013,DEBIT,4843.62,INR,2026-06-08 03:07:31,ATM Withdrawal,CHN005,FAILED
TXN101012,ACC5005,CUST1005,CREDIT,66181.01,INR,2026-06-09 03:47:59,Fund Transfer,MUM001,SUCCESS
TXN100349,ACC5025,CUST1025,CREDIT,2119.98,INR,2026-06-03 22:43:27,Interest Credit,MUM001,SUCCESS
TXN100579,ACC5024,CUST1024,CREDIT,62359.32,INR,2026-06-05 14:21:23,Refund,DEL002,SUCCESS
TXN100290,ACC5013,CUST1013,CREDIT,58152.24,INR,2026-06-03 06:15:17,Interest Credit,BLR003,FAILED
TXN100127,ACC5001,CUST1001,CREDIT,3228.16,INR,2026-06-02 20:38:51,Salary Credit,PUN006,SUCCESS
TXN100942,ACC5020,CUST1020,CREDIT,77018.21,INR,2026-06-08 22:52:06,Fund Transfer,HYD004,SUCCESS
TXN100638,ACC5007,CUST1007,DEBIT,27321.72,INR,2026-06-06 00:42:15,Reliance Digital,PUN006,FAILED
TXN100360,ACC5028,CUST1028,CREDIT,9731.31,INR,2026-06-03 07:53:04,Salary Credit,CHN005,SUCCESS
TXN100547,ACC5013,CUST1013,DEBIT,28013.95,INR,2026-06-05 00:57:20,Netflix,DEL002,FAILED
TXN100807,ACC5017,CUST1017,CREDIT,36285.13,INR,2026-06-07 12:02:49,Refund,BLR003,SUCCESS
TXN100135,ACC5003,CUST1003,DEBIT,30837.59,INR,2026-06-02 10:47:30,DMart,HYD004,PENDING
TXN100139,ACC5003,CUST1003,DEBIT,63932.98,INR,2026-06-02 17:24:20,IRCTC,PUN006,PENDING
TXN100542,ACC5012,CUST1012,CREDIT,5608.86,INR,2026-06-05 04:08:12,Fund Transfer,HYD004,SUCCESS
TXN101126,ACC5003,CUST1003,DEBIT,19373.77,INR,2026-06-10 10:50:22,PVR Cinemas,CHN005,SUCCESS
TXN100887,ACC5006,CUST1006,CREDIT,64617.63,INR,2026-06-08 16:43:02,Fund Transfer,CHN005,SUCCESS
TXN101083,ACC5021,CUST1021,CREDIT,93943.36,INR,2026-06-09 17:31:29,Interest Credit,MUM001,SUCCESS
TXN100641,ACC5007,CUST1007,DEBIT,27739.17,INR,2026-06-06 01:42:13,BigBasket,BLR003,FAILED
TXN100424,ACC5012,CUST1012,CREDIT,22135.48,INR,2026-06-04 02:46:51,Salary Credit,MUM001,SUCCESS
TXN100130,ACC5002,CUST1002,CREDIT,79381.41,INR,2026-06-02 15:15:29,Fund Transfer,DEL002,FAILED
TXN101188,ACC5019,CUST1019,DEBIT,60899.63,INR,2026-06-10 00:07:29,DMart,DEL002,SUCCESS
TXN100571,ACC5021,CUST1021,CREDIT,67081.69,INR,2026-06-05 21:33:49,Salary Credit,CHN005,PENDING
TXN100789,ACC5012,CUST1012,DEBIT,5132.66,INR,2026-06-07 17:46:07,IRCTC,BLR003,SUCCESS
TXN100163,ACC5010,CUST1010,CREDIT,84171.6,INR,2026-06-02 20:06:53,Refund,CHN005,SUCCESS
TXN101029,ACC5008,CUST1008,CREDIT,32402.66,INR,2026-06-09 00:34:20,Salary Credit,HYD004,SUCCESS
TXN101060,ACC5016,CUST1016,CREDIT,72506.68,INR,2026-06-09 20:41:11,Salary Credit,HYD004,PENDING
TXN100489,ACC5001,CUST1001,DEBIT,50268.34,INR,2026-06-05 23:56:21,Netflix,MUM001,SUCCESS
TXN100136,ACC5003,CUST1003,CREDIT,47308.56,INR,2026-06-02 01:08:32,Refund,BLR003,FAILED
TXN100920,ACC5015,CUST1015,DEBIT,7542.59,INR,2026-06-08 20:39:24,Swiggy,MUM001,SUCCESS
TXN100895,ACC5008,CUST1008,DEBIT,52189.24,INR,2026-06-08 08:18:29,Flipkart,MUM001,PENDING
TXN100393,ACC5005,CUST1005,DEBIT,65404.85,INR,2026-06-04 05:23:20,DMart,HYD004,SUCCESS
TXN101086,ACC5022,CUST1022,CREDIT,23761.88,INR,2026-06-09 15:43:06,Salary Credit,MUM001,SUCCESS
TXN100530,ACC5010,CUST1010,DEBIT,38387.95,INR,2026-06-05 21:53:53,Amazon,CHN005,SUCCESS
TXN100648,ACC5008,CUST1008,DEBIT,60847.39,INR,2026-06-06 23:07:30,Reliance Digital,HYD004,PENDING
TXN100084,ACC5021,CUST1021,CREDIT,79399.08,INR,2026-06-01 15:01:47,Interest Credit,MUM001,FAILED
TXN100026,ACC5006,CUST1006,CREDIT,85513.53,INR,2026-06-01 14:07:15,Fund Transfer,MUM001,SUCCESS
TXN101211,ACC5024,CUST1024,DEBIT,53511.79,INR,2026-06-10 18:50:53,ATM Withdrawal,CHN005,SUCCESS
TXN100077,ACC5019,CUST1019,CREDIT,67256.61,INR,2026-06-01 02:26:26,Refund,CHN005,SUCCESS
TXN100606,ACC5029,CUST1029,DEBIT,39069.44,INR,2026-06-05 16:10:26,Swiggy,CHN005,FAILED
TXN100587,ACC5026,CUST1026,CREDIT,65876.77,INR,2026-06-05 05:46:52,Refund,MUM001,SUCCESS
TXN100824,ACC5021,CUST1021,DEBIT,46167.33,INR,2026-06-07 13:26:02,DMart,BLR003,SUCCESS
TXN101172,ACC5015,CUST1015,CREDIT,9831.33,INR,2026-06-10 04:26:57,Fund Transfer,BLR003,SUCCESS
TXN100361,ACC5028,CUST1028,CREDIT,3299.62,INR,2026-06-03 08:50:28,Interest Credit,DEL002,SUCCESS
TXN101125,ACC5002,CUST1002,DEBIT,4821.74,INR,2026-06-10 13:07:39,DMart,MUM001,SUCCESS
TXN100230,ACC5028,CUST1028,CREDIT,58650.41,INR,2026-06-02 02:01:16,Fund Transfer,DEL002,SUCCESS
TXN100463,ACC5024,CUST1024,CREDIT,49021.94,INR,2026-06-04 21:19:16,Fund Transfer,MUM001,SUCCESS
TXN100631,ACC5004,CUST1004,DEBIT,42536.3,INR,2026-06-06 10:27:10,ATM Withdrawal,BLR003,SUCCESS
TXN100549,ACC5014,CUST1014,DEBIT,28797.11,INR,2026-06-05 18:19:10,Flipkart,MUM001,SUCCESS
TXN100396,ACC5006,CUST1006,CREDIT,64014.4,INR,2026-06-04 10:07:15,Salary Credit,MUM001,SUCCESS
TXN100006,ACC5001,CUST1001,CREDIT,34423.55,INR,2026-06-01 11:38:16,Salary Credit,PUN006,SUCCESS
TXN100328,ACC5020,CUST1020,CREDIT,22887.43,INR,2026-06-03 04:42:33,Interest Credit,HYD004,SUCCESS
TXN101207,ACC5024,CUST1024,DEBIT,50833.46,INR,2026-06-10 17:03:18,Flipkart,HYD004,SUCCESS
TXN101098,ACC5026,CUST1026,DEBIT,35143.03,INR,2026-06-09 02:58:51,BigBasket,BLR003,SUCCESS
TXN100646,ACC5008,CUST1008,DEBIT,12462.16,INR,2026-06-06 02:32:41,PVR Cinemas,DEL002,SUCCESS
TXN100487,ACC5000,CUST1000,DEBIT,45199.03,INR,2026-06-05 19:14:40,Swiggy,MUM001,FAILED
TXN100457,ACC5022,CUST1022,CREDIT,56434.15,INR,2026-06-04 01:27:42,Salary Credit,DEL002,SUCCESS
TXN100221,ACC5026,CUST1026,DEBIT,27354.24,INR,2026-06-02 23:15:28,Reliance Digital,BLR003,FAILED
TXN100802,ACC5016,CUST1016,DEBIT,38796.88,INR,2026-06-07 04:29:53,Netflix,HYD004,PENDING
TXN100568,ACC5020,CUST1020,DEBIT,31231.28,INR,2026-06-05 18:30:51,Flipkart,PUN006,FAILED
TXN100231,ACC5028,CUST1028,CREDIT,73848.31,INR,2026-06-02 07:19:07,Salary Credit,DEL002,SUCCESS
TXN100533,ACC5010,CUST1010,DEBIT,57422.31,INR,2026-06-05 01:51:54,Uber,HYD004,FAILED
TXN100297,ACC5014,CUST1014,DEBIT,24805.51,INR,2026-06-03 15:06:43,Reliance Digital,MUM001,SUCCESS
TXN100071,ACC5018,CUST1018,DEBIT,31914.71,INR,2026-06-01 05:51:44,DMart,HYD004,FAILED
TXN100585,ACC5026,CUST1026,DEBIT,66886.99,INR,2026-06-05 14:42:37,DMart,DEL002,FAILED
TXN101011,ACC5005,CUST1005,DEBIT,32882.47,INR,2026-06-09 21:43:05,Reliance Digital,DEL002,SUCCESS
TXN100119,ACC5000,CUST1000,CREDIT,9130.39,INR,2026-06-02 21:53:55,Salary Credit,CHN005,FAILED
TXN101121,ACC5001,CUST1001,CREDIT,76076.85,INR,2026-06-10 05:39:13,Fund Transfer,PUN006,SUCCESS
TXN101223,ACC5027,CUST1027,DEBIT,8683.44,INR,2026-06-10 09:28:12,Uber,CHN005,PENDING
TXN101208,ACC5024,CUST1024,DEBIT,56409.65,INR,2026-06-10 07:55:38,ATM Withdrawal,CHN005,PENDING
TXN100853,ACC5028,CUST1028,DEBIT,7764.77,INR,2026-06-07 22:50:06,Uber,CHN005,SUCCESS
TXN100700,ACC5019,CUST1019,CREDIT,25048.18,INR,2026-06-06 11:35:35,Interest Credit,BLR003,SUCCESS
TXN100704,ACC5021,CUST1021,CREDIT,60155.34,INR,2026-06-06 18:25:54,Fund Transfer,MUM001,SUCCESS
TXN100957,ACC5023,CUST1023,CREDIT,10834.98,INR,2026-06-08 08:07:44,Salary Credit,HYD004,SUCCESS
TXN100153,ACC5007,CUST1007,DEBIT,59156.36,INR,2026-06-02 01:37:23,BigBasket,DEL002,PENDING
TXN100177,ACC5013,CUST1013,CREDIT,94492.32,INR,2026-06-02 16:18:29,Fund Transfer,CHN005,FAILED
TXN100874,ACC5003,CUST1003,DEBIT,66749.17,INR,2026-06-08 02:15:30,Uber,PUN006,PENDING
TXN100126,ACC5001,CUST1001,CREDIT,19736.25,INR,2026-06-02 17:08:59,Salary Credit,HYD004,SUCCESS
TXN100102,ACC5026,CUST1026,DEBIT,9010.63,INR,2026-06-01 17:48:44,IRCTC,DEL002,SUCCESS
TXN100997,ACC5001,CUST1001,DEBIT,10719.83,INR,2026-06-09 07:19:08,Netflix,DEL002,SUCCESS
TXN100952,ACC5022,CUST1022,CREDIT,51495.4,INR,2026-06-08 20:30:47,Refund,PUN006,FAILED
TXN100938,ACC5019,CUST1019,DEBIT,30906.63,INR,2026-06-08 16:31:55,Flipkart,CHN005,SUCCESS
TXN100441,ACC5017,CUST1017,CREDIT,16278.0,INR,2026-06-04 04:47:49,Interest Credit,PUN006,SUCCESS
TXN100104,ACC5026,CUST1026,CREDIT,79183.38,INR,2026-06-01 09:14:23,Salary Credit,BLR003,SUCCESS
TXN100436,ACC5015,CUST1015,CREDIT,8289.43,INR,2026-06-04 17:34:39,Fund Transfer,BLR003,SUCCESS
TXN100667,ACC5012,CUST1012,DEBIT,16123.64,INR,2026-06-06 12:50:21,Flipkart,CHN005,FAILED
TXN100719,ACC5025,CUST1025,CREDIT,25351.64,INR,2026-06-06 13:40:15,Refund,CHN005,FAILED
TXN100514,ACC5006,CUST1006,CREDIT,14094.08,INR,2026-06-05 19:43:44,Fund Transfer,MUM001,SUCCESS
TXN100382,ACC5002,CUST1002,DEBIT,73771.44,INR,2026-06-04 21:41:25,ATM Withdrawal,HYD004,SUCCESS
TXN100917,ACC5014,CUST1014,CREDIT,11915.83,INR,2026-06-08 21:36:34,Interest Credit,BLR003,SUCCESS
TXN100850,ACC5027,CUST1027,DEBIT,64589.17,INR,2026-06-07 19:16:58,Swiggy,HYD004,SUCCESS
TXN101115,ACC5000,CUST1000,CREDIT,46436.54,INR,2026-06-10 18:46:39,Fund Transfer,HYD004,PENDING
TXN100374,ACC5001,CUST1001,CREDIT,69945.63,INR,2026-06-04 20:31:36,Interest Credit,BLR003,SUCCESS
TXN100380,ACC5002,CUST1002,CREDIT,75223.13,INR,2026-06-04 11:44:57,Salary Credit,CHN005,FAILED
TXN101038,ACC5011,CUST1011,DEBIT,47106.9,INR,2026-06-09 16:55:11,Amazon,HYD004,FAILED
TXN100122,ACC5000,CUST1000,CREDIT,39088.89,INR,2026-06-02 10:42:06,Interest Credit,BLR003,SUCCESS
TXN100271,ACC5008,CUST1008,DEBIT,3842.87,INR,2026-06-03 12:55:39,Flipkart,DEL002,SUCCESS
TXN100248,ACC5002,CUST1002,CREDIT,90538.6,INR,2026-06-03 04:54:38,Refund,HYD004,PENDING
TXN101066,ACC5017,CUST1017,DEBIT,14910.05,INR,2026-06-09 22:54:10,PVR Cinemas,HYD004,SUCCESS
TXN100510,ACC5005,CUST1005,CREDIT,49610.53,INR,2026-06-05 00:50:44,Interest Credit,CHN005,FAILED
TXN101067,ACC5017,CUST1017,CREDIT,14604.24,INR,2026-06-09 11:10:36,Interest Credit,MUM001,SUCCESS
TXN101228,ACC5028,CUST1028,DEBIT,73283.78,INR,2026-06-10 19:56:27,Uber,MUM001,PENDING
TXN100794,ACC5013,CUST1013,DEBIT,36883.85,INR,2026-06-07 04:10:12,Reliance Digital,MUM001,SUCCESS
TXN101044,ACC5012,CUST1012,CREDIT,19588.1,INR,2026-06-09 08:08:01,Salary Credit,BLR003,SUCCESS
TXN101146,ACC5007,CUST1007,CREDIT,59750.51,INR,2026-06-10 11:07:03,Interest Credit,MUM001,PENDING
TXN101183,ACC5019,CUST1019,CREDIT,60523.55,INR,2026-06-10 22:28:17,Interest Credit,PUN006,SUCCESS
TXN100440,ACC5017,CUST1017,DEBIT,999.24,INR,2026-06-04 04:44:00,Flipkart,HYD004,SUCCESS
TXN100233,ACC5029,CUST1029,DEBIT,10811.08,INR,2026-06-02 13:00:39,Netflix,DEL002,SUCCESS
TXN100186,ACC5015,CUST1015,DEBIT,32211.98,INR,2026-06-02 17:49:52,DMart,CHN005,FAILED
TXN100093,ACC5023,CUST1023,CREDIT,41653.54,INR,2026-06-01 23:33:41,Refund,CHN005,SUCCESS
TXN100003,ACC5001,CUST1001,DEBIT,14952.88,INR,2026-06-01 20:44:34,Uber,DEL002,SUCCESS
TXN101030,ACC5009,CUST1009,CREDIT,2428.01,INR,2026-06-09 15:37:01,Interest Credit,HYD004,SUCCESS
TXN100321,ACC5019,CUST1019,DEBIT,64528.48,INR,2026-06-03 03:11:34,Electricity Board,CHN005,SUCCESS
TXN101161,ACC5011,CUST1011,CREDIT,45409.0,INR,2026-06-10 23:53:38,Fund Transfer,DEL002,SUCCESS
